,station_id,name,lat,lon
312,7343.0,Alton Ave / Dundas St E (Greenwood Park),43.66745,-79.329408
313,7344.0,Cherry Beach,43.637764,-79.345359
314,7345.0,Cherry Beach Sports Field (55 Unwin Ave),43.640757,-79.343144
315,7346.0,Logan Av / Gerrard St E,43.6672144,-79.3452697
316,7347.0,Regal Rd / Dufferin St,43.673939,-79.441159
317,7348.0,Pape Ave / Gamble Ave,43.690237,-79.350119
318,7349.0,Gamble Ave / Broadview Ave,43.689211,-79.35438
319,7350.0,Broadview Ave / Westwood Ave,43.6848652,-79.356602
320,7351.0,Pretoria Av / Broadview Av,43.6783213,-79.35822
321,7352.0,Cosburn Ave / Donlands Ave,43.690537,-79.341307
322,7353.0,Fulton Ave / Pape Ave,43.68395,-79.347046
323,7354.0,Tommy Thompson Park (Leslie Street Spit),43.651737,-79.32325
324,7355.0,Beltline Trail / Chaplin Cres.,43.704461,-79.423122
325,7356.0,King St E / Ontario St.,43.651885,-79.3649
326,7357.0,Lakeshore Blvd E /Leslie St,43.659195,-79.329196
327,7358.0,Gailbraith Rd / King’s College Cr. (U of T),43.660382,-79.3954
328,7359.0,Rosedale Park (20 Schofield Ave),43.682645,-79.377557
329,7360.0,Concord Av / Dewson St,43.656945,-79.424911
330,7361.0,Hocken Ave./Vaughan Rd.,43.6817346,-79.4184725
331,7362.0,St Clair Ave W / Bathurst St.,43.683296,-79.418734
332,7363.0,Wells Hill Ave / St Clair Ave W,43.683351,-79.41562
333,7364.0,Queen St E / Nursewood Rd (Neville Park Loop),43.673831,-79.281455
334,7365.0,Kew Beach Ave / Kenilworth Ave,43.666325,-79.3014
335,7366.0,Fort York Blvd / Bathurst St SMART,43.639052,-79.399792
336,7367.0,Alma Ave / Gladstone Ave SMART,43.6448617,-79.42822
337,7368.0,Lisgar St / Dundas St SMART,43.6493472,-79.42668
338,7369.0,Dupont St / Emerson Ave SMART,43.667266,-79.443946
339,7371.0,Eglinton Ave W / Henning Ave SMART,43.7063473,-79.40161
340,7372.0,King St W / Portland St,43.6442859,-79.40074
341,7373.0,George St / King St E,43.6509552,-79.3707
342,7374.0,Frederick St / The Esplanade,43.6487245,-79.36839
343,7375.0,Front St E / Scott St,43.6476616,-79.37549
344,7376.0,Frobisher Ave / Lascelles Blvd,43.696708,-79.40045
345,7377.0,Balliol St / Yonge St  SMART,43.6978701,-79.39419
346,7378.0,Yonge St / Davisville Ave,43.6975969,-79.39654
347,7379.0,Lawton Blvd / Yonge St,43.6910667,-79.39535
348,7380.0,Erskine Ave / Yonge St SMART,43.7112153,-79.39894
349,7381.0,Roehampton Ave / Yonge St,43.7080145,-79.39826
350,7382.0,Simcoe St / Adelaide St W,43.6481303,-79.38632
351,7383.0,12 Harbour St,43.6425636,-79.3762
352,7384.0,Cumberland Ave / Bay St SMART,43.6704537,-79.39014
353,7385.0,20 Charles St E,43.6691099,-79.38551
354,7386.0,D'Arcy St. /McCaul St. SMART,43.655227,-79.39201
355,7387.0,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962
